0,26,90,46,5,0,13,33,25,13,337,126,137,5,36000,1,5988
0,1,6,30,0,0,1,6,9,0,118,38,53,2,13000,1,550
0,4,38,15,1,0,2,8,5,3,129,60,65,1,39000,1,699
0,0,9,11,0,0,0,1,0,0,52,26,24,0,10000,1,210
0,12,25,39,2,0,6,17,5,2,140,63,86,0,39000,1,1400
0,18,58,40,1,0,9,17,10,5,311,100,135,12,63000,1,3666
0,0,5,14,0,0,0,0,0,0,49,17,17,0,6004,1,170
0,5,15,34,0,0,4,5,11,2,77,30,40,2,25000,1,999
0,0,8,11,0,0,0,0,0,0,50,26,21,1,6004,1,140
0,16,49,48,2,1,12,19,19,4,241,92,121,6,43000,1,1300
0,3,33,46,1,0,3,10,1,2,218,76,85,4,27000,1,1500
0,7,26,32,2,0,2,12,1,0,135,60,64,1,52000,1,1500
0,3,21,23,1,0,3,7,13,10,144,56,53,5,9175,1,1400
0,46,125,64,7,0,20,48,23,15,396,141,189,19,75000,1,12500
0,1,11,25,1,0,2,2,0,0,89,35,41,0,10000,1,770
0,6,44,42,1,0,6,10,19,2,252,84,124,7,28000,1,3500
0,1,7,17,1,0,0,3,0,0,77,32,29,7,4719,1,256
0,3,17,24,1,0,1,10,2,4,107,42,65,0,12000,1,420
0,13,72,46,6,0,9,31,15,12,437,123,168,15,60000,1,1700
0,0,9,18,2,0,0,4,0,0,60,24,36,3,10000,1,150
0,2,9,16,0,0,0,0,0,0,103,32,36,0,9313,1,500
0,2,12,19,1,0,0,1,1,0,56,35,35,0,11000,1,460
0,1,40,28,1,0,5,14,4,2,236,77,101,6,15000,1,1088
0,2,22,18,1,0,1,5,0,2,81,43,40,0,11000,1,450
0,0,6,10,0,0,0,2,3,0,47,17,18,0,8882,1,100
0,8,56,29,3,0,7,25,19,13,318,111,132,5,15000,1,700
0,0,9,10,0,0,0,1,0,0,57,26,26,0,7076,1,100
0,4,29,17,1,0,5,6,4,0,132,62,68,3,9313,1,1299
0,5,19,18,2,0,2,2,3,0,102,53,54,1,28000,1,1200
0,0,7,10,1,0,0,1,3,3,52,21,21,0,9849,1,218
0,0,9,10,0,0,0,0,0,0,55,14,23,0,6004,1,230
0,11,30,37,1,0,6,12,5,3,125,48,65,0,48000,1,1399
0,0,11,11,1,0,0,0,0,2,50,23,24,0,6004,1,130
0,17,60,61,6,0,11,23,3,12,354,113,134,15,88000,1,1888
0,34,109,41,6,1,15,26,26,21,446,151,165,11,158000,1,7400
0,13,49,34,3,0,10,13,12,8,240,78,101,3,55000,1,3000
0,19,79,58,6,0,12,38,23,11,319,128,136,6,107000,1,2388
0,1,17,20,1,0,1,2,0,0,78,41,41,0,7076,1,720
0,3,16,19,2,0,3,3,5,3,97,30,66,1,28000,1,790
0,0,5,11,1,0,0,6,1,2,71,24,34,4,8897,1,200
0,0,9,13,0,0,0,1,11,2,63,21,27,0,6004,1,130
0,2,37,52,3,0,6,28,15,12,276,93,102,7,19000,1,500
0,3,15,17,3,0,6,5,1,2,82,39,47,2,25000,1,3333
